stmt_id,ckt_id
52408,215605
52409,245595
52410,48945
52411,323406
52412,157183
52413,141706
52414,38362
52415,207857
52416,179613
52417,193822
52418,212651
52419,34946
52420,230828
52421,83198
52422,76146
52423,207506
52424,200880
52425,284582
52426,205703
52427,20119
52428,109944
52429,33223
52430,190159
52431,167710
52432,231881
52433,295181
52434,114354
52435,23027
52436,227322
52437,17827
52438,75720
52439,301075
52440,142481
52441,259860
52442,111248
52443,173278
52444,325429
52445,250166
52446,272124
52447,12883
52448,42026
52449,168554
52450,19827
52451,100190
52452,156702
52453,165896
52454,62323
52455,167467
52456,76883
52457,204106
52458,44698
52459,297316
52460,316424
52461,1431
52462,91022
52463,208225
52464,659
52465,311987
52466,178209
52467,178238
52468,245070
52469,125507
52470,213712
52471,256851
52472,236148
52473,241423
52474,291811
52475,287312
52476,28949
52477,110923
52478,219429
52479,22368
52480,241500
52481,317342
52482,51657
52483,327238
52484,207002
52485,293179
52486,117327
52487,110406
52488,226992
52489,168522
52490,326458
52491,183791
52492,256982
52493,29732
52494,214895
52495,206904
52496,202382
52497,142852
52498,121866
52499,305878
52500,161584
52501,41461
52502,163248
52503,53821
52504,60594
52505,0
52506,76972
52507,271830
52508,90377
52509,153361
52510,183913
52511,11024
52512,61354
52513,89670
52514,134567
52515,106863
52516,293808
52517,312944
52518,325994
52519,87011
52520,222222
52521,177738
52522,71057
52523,262318
52524,253796
52525,308378
52526,43047
52527,308587
52528,215030
52529,146606
52530,143890
52531,297309
52532,139530
52533,68286
52534,64766
52535,221109
52536,271126
52537,191
52538,271661
52539,1219
52540,130078
52541,0
52542,149934
52543,327932
52544,308700
52545,139448
52546,275561
52547,278055
52548,94867
52549,135029
52550,67796
52551,75281
52552,4105
52553,239003
52554,55665
52555,211593
52556,93439
52557,138509
52558,215660
52559,242496
52560,14806
52561,71499
52562,93826
52563,316688
52564,319281
52565,144658
52566,147797
52567,97086
52568,43146
52569,42097
52570,26493
52571,0
52572,244563
52573,66224
52574,238625
52575,64708
52576,275464
52577,317426
52578,291307
52579,228150
52580,227718
52581,150748
52582,280749
52583,103973
52584,133769
52585,196821
52586,242085
52587,312032
52588,114464
52589,238641
52590,113218
52591,240286
52592,81614
52593,0
52594,296767
52595,110357
52596,63836
52597,22565
52598,151196
52599,42456
52600,275926
52601,132234
52602,75635
52603,265697
52604,125773
52605,90490
52606,277803
52607,38184
52608,289155
52609,144385
52610,164098
52611,16450
52612,37281
52613,135608
52614,47277
52615,263233
52616,311221
52617,120373
52618,4727
52619,283034
52620,285814
52621,49682
52622,290618
52623,238234
52624,153501
52625,77299
52626,76280
52627,43290
52628,78962
52629,281540
52630,29187
52631,177883
52632,196113
52633,278669
52634,163166
52635,220562
52636,226352
52637,106788
52638,87926
52639,310283
52640,154402
52641,127628
52642,140856
52643,87831
52644,189740
52645,317985
52646,1838
52647,143560
52648,176907
52649,93562
52650,184574
52651,125797
52652,175072
52653,49091
52654,318703
52655,157854
52656,38132
52657,81089
52658,144568
52659,250473
52660,237917
52661,154630
52662,231030
52663,59673
52664,4984
52665,278816
52666,119978
52667,204989
52668,327095
52669,8701
52670,230427
52671,18684
52672,262098
52673,145064
52674,62771
52675,160332
52676,27369
52677,215884
52678,267865
52679,117949
52680,173044
52681,128647
52682,24289
52683,13742
52684,44767
52685,188779
52686,112948
52687,0
52688,308037
52689,14369
52690,295889
52691,179749
52692,320028
52693,72938
52694,210209
52695,17701
52696,216582
52697,83622
52698,304883
52699,310148
52700,161188
52701,146164
52702,127776
52703,323639
52704,62254
52705,298257
52706,0
52707,173034
52708,235874
52709,16662
52710,160047
52711,71521
52712,313554
52713,305319
52714,246230
52715,302889
52716,160460
52717,215231
52718,149707
52719,162820
52720,150161
52721,63064
52722,100964
52723,327110
52724,313591
52725,219257
52726,326242
52727,80899
52728,268698
52729,144098
52730,159370
52731,265757
52732,145342
52733,123734
52734,89785
52735,143868
52736,324033
52737,316215
52738,27699
52739,148349
52740,182354
52741,211650
52742,306905
52743,109197
52744,244144
52745,9161
52746,44926
52747,288430
52748,107460
52749,321909
52750,291423
52751,159980
52752,290835
52753,179000
52754,95384
52755,200660
52756,197344
52757,300722
52758,78481
52759,247647
52760,211162
52761,184676
52762,19711
52763,54341
52764,75799
52765,27793
52766,126124
52767,0
52768,307051
52769,63532
52770,306923
52771,117145
52772,139233
52773,157657
52774,19483
52775,244046
52776,73513
52777,285149
52778,153050
52779,86097
52780,50002
52781,7308
52782,120588
52783,130171
52784,183978
52785,245017
52786,216460
52787,258175
52788,227085
52789,191122
52790,75411
52791,109986
52792,198231
52793,260034
52794,0
52795,73540
52796,28131
52797,114949
52798,280064
52799,137945
52800,117473
52801,243791
52802,173165
52803,300241
52804,99217
52805,92476
52806,244155
52807,259970
52808,244396
52809,101300
52810,326336
52811,176626
52812,146001
52813,259962
52814,210455
52815,239467
52816,74609
52817,104627
52818,54248
52819,1628
52820,49004
52821,287189
52822,284936
52823,279510
52824,132318
52825,75789
52826,0
52827,197412
52828,259021
52829,219767
52830,151685
52831,14516
52832,171524
52833,152132
52834,227213
52835,215558
52836,230949
52837,0
52838,42198
52839,18646
52840,136402
52841,88556
52842,300054
52843,0
52844,141858
52845,285494
52846,4528
52847,275135
52848,207984
52849,171471
52850,71259
52851,237658
52852,184441
52853,224389
52854,183047
52855,191908
52856,303616
52857,49778
52858,200143
52859,301595
52860,241089
52861,58215
52862,55684
52863,240611
52864,251142
52865,62603
52866,192048
52867,8614
52868,87956
52869,328231
52870,224517
52871,0
52872,34993
52873,95484
52874,122963
52875,136987
52876,261123
52877,218160
52878,233891
52879,249250
52880,0
52881,58840
52882,311236
52883,89126
52884,250137
52885,264700
52886,58915
52887,232385
52888,21469
52889,297629
52890,87447
52891,267188
52892,246489
52893,124968
52894,137591
52895,144779
52896,184387
52897,126539
52898,160402
52899,36793
52900,250543
52901,292304
52902,31555
52903,6451
52904,299726
52905,292745
52906,269429
52907,66647
52908,328568
52909,151539
52910,170515
52911,39688
52912,188398
52913,119683
52914,289045
52915,13163
52916,276780
52917,211541
52918,61408
52919,59723
52920,240154
52921,230009
52922,28734
52923,74931
52924,63079
52925,34616
52926,30080
52927,115648
52928,11181
52929,257382
52930,12072
52931,60811
52932,314351
52933,0
52934,0
52935,144490
52936,253220
52937,188393
52938,64941
52939,73526
52940,120143
52941,100649
52942,59705
52943,328357
52944,148827
52945,250140
52946,65176
52947,133547
52948,192304
52949,10514
52950,22729
52951,28448
52952,0
52953,10461
52954,307191
52955,292521
52956,107242
52957,179865
52958,35588
52959,47968
52960,193969
52961,21905
52962,148677
52963,95596
52964,171838
52965,313139
52966,322747
52967,85644
52968,247788
52969,199255
52970,328262
52971,81714
52972,0
52973,327276
52974,57251
52975,60245
52976,77647
52977,149352
52978,297520
52979,115042
52980,324616
52981,295473
52982,82395
52983,198311
52984,225976
52985,1689
52986,22058
52987,137686
52988,207980
52989,77117
52990,159757
52991,105990
52992,128933
52993,60029
52994,23009
52995,280334
52996,282690
52997,130466
52998,249254
52999,27490
53000,126346
53001,87236
53002,172413
53003,5177
53004,54145
53005,45921
53006,220444
53007,159695
53008,267215
53009,80321
53010,91330
53011,98994
53012,17736
53013,0
53014,163680
53015,198886
53016,268384
53017,71834
53018,196856
53019,276065
53020,99208
53021,81488
53022,173708
53023,317853
53024,288967
53025,105099
53026,18007
53027,179622
53028,158730
53029,16625
53030,213054
53031,149063
53032,149791
53033,24335
53034,146107
53035,159523
53036,12477
53037,848
53038,272245
53039,16793
53040,92598
53041,138812
53042,196932
53043,255494
53044,313876
53045,0
53046,4519
53047,13196
53048,231474
53049,155104
53050,72096
53051,118579
53052,192132
53053,246213
53054,83406
53055,139172
53056,327116
53057,50135
53058,249088
53059,282630
53060,305704
53061,59405
53062,130624
53063,127598
53064,77577
53065,145483
53066,123530
53067,223802
53068,166565
53069,66750
53070,328647
53071,0
53072,286034
53073,211732
53074,154018
53075,212558
53076,290908
53077,305181
53078,75581
53079,262754
53080,219309
53081,163961
53082,212634
53083,304184
53084,83892
53085,216804
53086,103589
53087,98381
53088,69885
53089,269055
53090,12735
53091,282856
53092,5632
53093,250386
53094,249211
53095,12488
53096,14154
53097,72879
53098,94493
53099,305510
53100,91961
53101,203017
53102,247825
53103,240819
53104,36748
53105,92107
53106,145725
53107,249943
53108,265161
53109,229597
53110,91273
53111,209099
53112,0
53113,275184
53114,29691
53115,270534
53116,0
53117,127875
53118,299641
53119,323503
53120,268922
53121,45760
53122,170901
53123,191480
53124,127736
53125,287852
53126,21255
53127,43383
53128,201325
53129,178535
53130,25543
53131,61930
53132,254483
53133,113040
53134,244547
53135,45383
53136,184814
53137,115560
53138,203196
53139,107203
53140,224541
53141,246839
53142,218843
53143,273755
53144,0
53145,46540
53146,14537
53147,45214
53148,59068
53149,13623
53150,177737
53151,196200
53152,79070
53153,243438
53154,0
53155,49062
53156,236099
53157,252476
53158,0
53159,49979
53160,37214
53161,9137
53162,211244
53163,261942
53164,278416
53165,227943
53166,122704
53167,88144
53168,271299
53169,228901
53170,125506
53171,287360
53172,48289
53173,128800
53174,326327
53175,239517
53176,33113
53177,118555
53178,304504
53179,120286
53180,56303
53181,160867
53182,276678
53183,60439
53184,213511
53185,253880
53186,124875
53187,296578
53188,222614
53189,25893
53190,157503
53191,50198
53192,328968
53193,93920
53194,322075
53195,191215
53196,210495
53197,265120
53198,156238
53199,154668
53200,191665
53201,1480
53202,77902
53203,191910
53204,240429
53205,204981
53206,253832
53207,112688
53208,81013
53209,274251
53210,179712
53211,177279
53212,222798
53213,41601
53214,52847
53215,94792
53216,125288
53217,11160
53218,221093
53219,186104
53220,270404
53221,162094
53222,61020
53223,99499
53224,306660
53225,11105
53226,319993
53227,166311
53228,239284
53229,235083
53230,116595
53231,282030
53232,45827
53233,82813
53234,27025
53235,258375
53236,55719
53237,284251
53238,88370
53239,45727
53240,43239
53241,152927
53242,0
53243,185211
53244,73792
53245,268403
53246,0
53247,121705
53248,225022
53249,262085
53250,309135
53251,62512
53252,116693
53253,60542
53254,112956
53255,62708
53256,240629
53257,232581
53258,229669
53259,165328
53260,53189
53261,246967
53262,185508
53263,32582
53264,52859
53265,309435
53266,210181
53267,312290
53268,113501
53269,132187
53270,261876
53271,150467
53272,225634
53273,193700
53274,81544
53275,312976
53276,65140
53277,63666
53278,72022
53279,10054
53280,324498
53281,316636
53282,148061
53283,268951
53284,276676
53285,226434
53286,70154
53287,265409
53288,27060
53289,114962
53290,243851
53291,0
53292,20987
53293,19762
53294,3244
53295,30982
53296,220847
53297,0
53298,0
53299,0
53300,39256
53301,316644
53302,101587
53303,58815
53304,269505
53305,164290
53306,297771
53307,253803
53308,0
53309,188318
53310,241688
53311,251103
53312,243012
53313,169376
53314,318797
53315,283387
53316,79821
53317,192688
53318,169341
53319,136642
53320,325819
53321,0
53322,230422
53323,15824
53324,158831
53325,305571
53326,14749
53327,273573
53328,62076
53329,87102
53330,143938
53331,69526
53332,257993
53333,0
53334,287395
53335,16947
53336,122249
53337,202009
53338,126867
53339,125877
53340,92969
53341,256756
53342,131172
53343,74421
53344,187206
53345,159210
53346,106509
53347,127662
53348,9873
53349,288927
53350,269845
53351,277304
53352,24754
53353,194667
53354,281720
53355,113723
53356,203674
53357,87690
53358,198996
53359,86909
53360,167573
53361,209726
53362,55238
53363,59217
53364,158029
53365,213271
53366,172828
53367,84792
53368,222679
53369,291620
53370,304297
53371,82217
53372,227535
53373,227426
53374,304468
53375,267749
53376,166043
53377,218245
53378,136277
53379,225072
53380,206747
53381,297945
53382,71982
53383,57699
53384,65071
53385,71673
53386,243046
53387,66123
53388,25242
53389,14495
53390,256232
53391,234699
53392,63683
53393,215755
53394,290234
53395,0
53396,74629
53397,0
53398,196009
53399,252475
53400,150082
53401,267321
53402,320337
53403,209824
53404,0
53405,51712
53406,266572
53407,323450
53408,67439
53409,32173
53410,281908
53411,125657
53412,158442
53413,28828
53414,167
53415,191749
53416,28849
53417,123355
53418,48065
53419,285757
53420,167591
53421,261454
53422,326101
53423,188626
53424,146948
53425,81772
53426,233202
53427,186830
53428,229676
53429,59569
53430,272354
53431,213255
53432,213090
53433,59403
53434,258058
53435,103434
53436,16819
53437,170357
53438,138092
53439,127111
53440,108262
53441,210175
53442,275574
53443,60390
53444,254346
53445,183720
53446,300867
53447,234853
53448,298910
53449,156292
53450,234727
53451,228162
53452,143693
53453,71953
53454,300378
53455,135973
53456,162679
53457,308615
53458,320921
53459,317424
53460,152441
53461,243870
53462,307845
53463,146468
53464,256183
53465,7496
53466,96132
53467,256131
53468,59940
53469,279905
53470,46940
53471,230309
53472,23297
53473,221072
53474,145185
53475,240399
53476,179389
53477,84164
53478,209888
53479,62985
53480,185333
53481,252419
53482,324166
53483,305844
53484,175370
53485,6246
53486,120190
53487,314177
53488,317002
53489,71222
53490,100957
53491,25762
53492,130351
53493,88801
53494,200009
53495,200898
53496,279972
53497,71801
53498,35259
53499,0
53500,287607
53501,111249
53502,141684
53503,206135
53504,74411
53505,277670
53506,324527
53507,86752
53508,212127
53509,119170
53510,197442
53511,158551
53512,208270
53513,324187
53514,25859
53515,131282
53516,249600
53517,97027
53518,206200
53519,72867
53520,325443
53521,33338
53522,136302
53523,280339
53524,75610
53525,91301
53526,239094
53527,237564
53528,188282
53529,113957
53530,200399
53531,122943
53532,305439
53533,201976
53534,192956
53535,272680
53536,41243
53537,14180
53538,282825
53539,85290
53540,191965
53541,145139
53542,197214
53543,165218
53544,58240
53545,159543
53546,156638
53547,305624
53548,44891
53549,77386
53550,267614
53551,150889
53552,54670
53553,90361
53554,226659
53555,280976
53556,250783
53557,303224
53558,139740
53559,148474
53560,0
53561,58481
53562,237498
53563,37155
53564,99754
53565,308657
53566,276860
53567,293188
53568,158550
53569,85729
53570,107252
53571,100524
53572,81736
53573,179232
53574,60975
53575,296120
53576,114018
53577,75885
53578,183368
53579,0
53580,13954
53581,34831
53582,115407
53583,253447
53584,20168
53585,243765
53586,142263
53587,128158
53588,147892
53589,281403
53590,229088
53591,298807
53592,181456
53593,77394
53594,209208
53595,55228
53596,289931
53597,269028
53598,308820
53599,4314
53600,31507
53601,56673
53602,214728
53603,221186
53604,91378
53605,235210
53606,116904
53607,22764
53608,116664
53609,46867
53610,168755
53611,181723
53612,0
53613,168310
53614,293772
53615,246321
53616,211079
53617,209747
53618,111555
53619,232800
53620,288862
53621,31308
53622,57062
53623,232948
53624,229795
53625,307115
53626,214846
53627,75038
53628,225461
53629,92407
53630,302949
53631,120271
53632,25307
53633,285092
53634,0
53635,137835
53636,198816
53637,253874
53638,101625
53639,97276
53640,33744
53641,243396
53642,29324
53643,174370
53644,180373
53645,237545
53646,157006
53647,296778
53648,81968
53649,215322
53650,188062
53651,238290
53652,297258
53653,69020
53654,148630
53655,121356
53656,51984
53657,315697
53658,186143
53659,120050
53660,128918
53661,155659
53662,175314
53663,152691
53664,119140
53665,204945
53666,155357
53667,84435
53668,93355
53669,176198
53670,51849
53671,260091
53672,281576
53673,235133
53674,89008
53675,95327
53676,116196
53677,233587
53678,207525
53679,328857
53680,221962
53681,145475
53682,152912
53683,141439
53684,131097
53685,122517
53686,164752
53687,327295
53688,0
53689,172866
53690,43009
53691,4722
53692,213375
53693,95501
53694,68126
53695,255447
53696,0
53697,312746
53698,232838
53699,195340
53700,55377
53701,312265
53702,0
53703,172220
53704,266831
53705,66707
53706,0
53707,8293
53708,294375
53709,219266
53710,103505
53711,62939
53712,182193
53713,39774
53714,326346
53715,11726
53716,24627
53717,254126
53718,234891
53719,156057
53720,241154
53721,168478
53722,280132
53723,159825
53724,282513
53725,41967
53726,247505
53727,106074
53728,68963
53729,72407
53730,209933
53731,133580
53732,38735
53733,320349
53734,149305
53735,93560
53736,175928
53737,56049
53738,238566
53739,134820
53740,36470
53741,225064
53742,37755
53743,256270
53744,60878
53745,171866
53746,137225
53747,227573
53748,130720
53749,219991
53750,239268
53751,294671
53752,304052
53753,210744
53754,42925
53755,45213
53756,312700
53757,170687
53758,148616
53759,257243
53760,0
53761,12597
53762,126331
53763,250530
53764,112054
53765,220845
53766,222038
53767,14129
53768,73242
53769,194241
53770,111244
53771,24978
53772,0
53773,184709
53774,115024
53775,237433
53776,501
53777,179779
53778,268376
53779,277169
53780,175772
53781,92550
53782,294693
53783,142415
53784,13650
53785,0
53786,119636
53787,93952
53788,220028
53789,146841
53790,266728
53791,41567
53792,281488
53793,319530
53794,261097
53795,283910
53796,205396
53797,146580
53798,43334
53799,243053
53800,56867
53801,98434
53802,58182
53803,156927
53804,274941
53805,21009
53806,175976
53807,191292
53808,69542
53809,172020
53810,325992
53811,296294
53812,139078
53813,40710
53814,207958
53815,231110
53816,152259
53817,92019
53818,295210
53819,269303
53820,315335
53821,31876
53822,164142
53823,295403
53824,154216
53825,0
53826,148200
53827,274552
53828,275014
53829,108851
53830,222399
53831,141501
53832,111190
53833,103832
53834,168613
53835,72572
53836,102786
53837,190945
53838,167973
53839,83651
53840,12377
53841,16011
53842,60217
53843,137050
53844,138289
53845,206239
53846,0
53847,6425
53848,191201
53849,0
53850,14894
53851,273705
53852,144327
53853,38944
53854,287309
53855,70108
53856,131925
53857,149180
53858,117802
53859,117810
53860,217338
53861,162091
53862,318823
53863,185815
53864,111872
53865,192695
53866,307738
53867,66471
53868,114357
53869,74544
53870,260151
53871,300303
53872,286513
53873,155769
53874,265235
53875,110220
53876,62764
53877,53848
53878,284163
53879,87010
53880,1348
53881,80482
53882,222663
53883,260066
53884,147176
53885,29083
53886,191649
53887,185381
53888,598
53889,286310
53890,213273
53891,296955
53892,141560
53893,295709
53894,46372
53895,283966
53896,245259
53897,308909
53898,171495
53899,294815
53900,73325
53901,8965
53902,139789
53903,16409
53904,60528
53905,62956
53906,55333
53907,316325
53908,123935
53909,75310
53910,58294
53911,209862
53912,186923
53913,235679
53914,93142
53915,297269
53916,315501
53917,178552
53918,193850
53919,181153
53920,315078
53921,79954
53922,165955
53923,223955
53924,119132
53925,92941
53926,119258
53927,250642
53928,181868
53929,182922
53930,52916
53931,18301
53932,225296
53933,310009
53934,39929
53935,216497
53936,120984
53937,79001
53938,187868
53939,21574
53940,201034
53941,84254
53942,261417
53943,310574
53944,142122
53945,35988
53946,953
53947,119000
53948,173258
53949,199004
53950,113885
53951,262814
53952,74783
53953,30898
53954,100256
53955,153104
53956,260098
53957,0
53958,102458
53959,308472
53960,277350
53961,263978
53962,315739
53963,89497
53964,297239
53965,127055
53966,50576
53967,102088
53968,141817
53969,18330
53970,157075
53971,99264
53972,92750
53973,223301
53974,239307
53975,37729
53976,31463
53977,27880
53978,63936
53979,182198
53980,252393
53981,14032
53982,122236
53983,318857
53984,261702
53985,325350
53986,121218
53987,195625
53988,123991
53989,193985
53990,297851
53991,282973
53992,113127
53993,0
53994,167660
53995,169481
53996,234328
53997,18561
53998,248225
53999,83290
54000,184479
54001,63988
54002,111452
54003,121138
54004,217630
54005,111638
54006,62694
54007,110071
54008,57321
54009,4027
54010,93881
54011,216616
54012,128045
54013,124979
54014,285567
54015,52243
54016,321150
54017,56329
54018,34252
54019,92907
54020,140154
54021,19373
54022,61289
54023,110389
54024,232598
54025,158253
54026,312955
54027,1367
54028,200963
54029,83038
54030,170904
54031,319457
54032,120847
54033,25515
54034,0
54035,216247
54036,241043
54037,297882
54038,269870
54039,63134
54040,93411
54041,260686
54042,62788
54043,189680
54044,77582
54045,172148
54046,147706
54047,207865
54048,46788
54049,0
54050,23939
54051,171877
54052,268272
54053,69952
54054,221593
54055,277224
54056,24763
54057,181213
54058,124112
54059,146725
54060,166876
54061,318199
54062,315844
54063,247386
54064,313181
54065,249649
54066,41040
54067,92152
54068,158881
54069,297153
54070,194885
54071,217652
54072,285377
54073,119469
54074,45476
54075,134303
54076,207223
54077,18130
54078,179425
54079,82720
54080,212195
54081,0
54082,48550
54083,321633
54084,101990
54085,61991
54086,97075
54087,220131
54088,176058
54089,247553
54090,38200
54091,239803
54092,226950
54093,89635
54094,159582
54095,90051
54096,126187
54097,328785
54098,209725
54099,62588
54100,49180
54101,74622
54102,259749
54103,234489
54104,26510
54105,95492
54106,180172
54107,280970
54108,183231
54109,294287
54110,325646
54111,113729
54112,128125
54113,88004
54114,147723
54115,101994
54116,172033
54117,297837
54118,165429
54119,262886
54120,77375
54121,143741
54122,278183
54123,129328
54124,122380
54125,305988
54126,269491
54127,168387
54128,83766
54129,261742
54130,47638
54131,237919
54132,226220
54133,104572
54134,170663
54135,139435
54136,248915
54137,214408
54138,312138
54139,73164
54140,231134
54141,140536
54142,306084
54143,184790
54144,28334
54145,209913
54146,32213
54147,171255
54148,153281
54149,0
54150,49624
54151,157511
54152,175422
54153,49428
54154,41179
54155,145403
54156,328404
54157,177470
54158,227877
54159,19779
54160,128346
54161,312363
54162,184277
54163,284384
54164,212684
54165,138745
54166,8033
54167,246976
54168,58989
54169,186701
54170,113937
54171,292000
54172,29050
54173,139512
54174,280973
54175,71827
54176,151987
54177,184101
54178,33025
54179,239399
54180,265001
54181,322223
54182,293792
54183,228852
54184,170636
54185,83205
54186,191098
54187,105331
54188,147402
54189,156481
54190,44347
54191,274545
54192,175255
54193,141874
54194,23828
54195,148678
54196,272046
54197,238012
54198,126447
54199,51517
54200,173778
54201,285568
54202,0
54203,178397
54204,78727
54205,0
54206,182710
54207,207118
54208,284398
54209,223365
54210,323258
54211,46390
54212,258257
54213,236176
54214,264981
54215,312161
54216,147684
54217,172357
54218,321699
54219,41470
54220,18189
54221,34621
54222,299678
54223,46804
54224,159937
54225,160499
54226,285302
54227,3159
54228,243907
54229,137398
54230,0
54231,264013
54232,80292
54233,160137
54234,54755
54235,78542
54236,138040
54237,93543
54238,307952
54239,82686
54240,86982
54241,149864
54242,64591
54243,267231
54244,162
54245,287783
54246,89297
54247,139871
54248,17913
54249,200956
54250,43391
54251,202090
54252,56353
54253,125126
54254,272104
54255,62621
54256,320991
54257,186768
54258,263782
54259,261027
54260,327809
54261,235439
54262,157892
54263,34962
54264,22490
54265,322018
54266,267577
54267,0
54268,9606
54269,260379
54270,310157
54271,135571
54272,159394
54273,158183
54274,261151
54275,190799
54276,155460
54277,0
54278,46484
54279,261601
54280,246549
54281,153248
54282,0
54283,111128
54284,160221
54285,51106
54286,200044
54287,315344
54288,269902
54289,34068
54290,32499
54291,45146
54292,216828
54293,286322
54294,183292
54295,291179
54296,135266
54297,205965
54298,153363
54299,14119
54300,255750
54301,0
54302,244269
54303,179045
54304,214373
54305,208262
54306,243706
54307,326368
54308,13402
54309,227399
54310,82324
54311,14487
54312,190791
54313,187880
54314,155757
54315,192112
54316,178066
54317,73013
54318,6203
54319,121441
54320,317660
54321,76768
54322,311892
54323,295037
54324,18075
54325,223015
54326,194964
54327,191315
54328,206527
54329,252282
54330,101418
54331,203351
54332,145438
54333,72633
54334,134898
54335,105611
54336,228232
54337,275707
54338,126902
54339,210073
54340,23169
54341,38851
54342,252448
54343,20521
54344,27123
54345,267245
54346,230981
54347,124243
54348,192894
54349,181965
54350,131354
54351,67200
54352,166828
54353,178712
54354,132805
54355,87125
54356,239884
54357,108215
54358,31525
54359,298769
54360,147470
54361,270050
54362,121472
54363,251379
54364,189144
54365,2981
54366,266803
54367,82586
54368,104309
54369,325935
54370,237227
54371,315454
54372,0
54373,221095
54374,150139
54375,66139
54376,244785
54377,279528
54378,25367
54379,37213
54380,253329
54381,161719
54382,120437
54383,196417
54384,234200
54385,255947
54386,13182
54387,91824
54388,257965
54389,39857
54390,268058
54391,110481
54392,185143
54393,171599
54394,113889
54395,223097
54396,230970
54397,40330
54398,89642
54399,279255
54400,255475
54401,112733
54402,324426
54403,317957
54404,79674
54405,0
54406,247228
54407,210675
54408,299590
54409,110078
54410,117105
54411,241551
54412,74192
54413,161763
54414,116435
54415,176309
54416,26403
54417,298636
54418,14724
54419,125777
54420,21662
54421,153754
54422,100860
54423,106485
54424,207936
54425,514
54426,328395
54427,132973
54428,227567
54429,68217
54430,40066
54431,291467
54432,70002
54433,80747
54434,145966
54435,5645
54436,321094
54437,318429
54438,148288
54439,173380
54440,246384
54441,52828
54442,9756
54443,123518
54444,229285
54445,71696
54446,130218
54447,113701
54448,106913
54449,288529
54450,242082
54451,203810
54452,71698
54453,43932
54454,285541
54455,76728
54456,240378
54457,326392
54458,8485
54459,325987
54460,114125
54461,205961
54462,181324
54463,232884
54464,298795
54465,62593
54466,167201
54467,26485
54468,320323
54469,207662
54470,320212
54471,130769
54472,289688
54473,12871
54474,238819
54475,99512
54476,35196
54477,33793
54478,256017
54479,228873
54480,116097
54481,201122
54482,294911
54483,185317
54484,67466
54485,262947
54486,129899
54487,180260
54488,303382
54489,116414
54490,83560
54491,299305
54492,75499
54493,80774
54494,228986
54495,32912
54496,241051
54497,73138
54498,250070
54499,198241
54500,802
54501,133599
54502,230603
54503,43517
54504,71283
54505,202992
54506,258364
54507,253210
54508,26437
54509,18372
54510,187097
54511,78031
54512,65223
54513,7063
54514,134238
54515,172384
54516,301785
54517,10604
54518,201408
54519,77918
54520,156488
54521,87517
54522,304896
54523,75453
54524,90092
54525,136168
54526,38413
54527,225283
54528,56200
54529,124633
54530,86906
54531,242769
54532,253903
54533,249868
54534,319305
54535,253538
54536,152373
54537,278627
54538,241540
54539,30188
54540,179203
54541,14686
54542,148565
54543,209282
54544,154486
54545,224441
54546,2783
54547,82271
54548,56043
54549,1731
54550,307138
54551,54273
54552,158273
54553,245714
54554,270241
54555,4987
54556,114017
54557,112381
54558,165253
54559,161080
54560,309621
54561,298822
54562,203926
54563,205598
54564,181255
54565,42363
54566,278992
54567,109354
54568,311250
54569,183106
54570,235513
54571,142266
54572,230894
54573,324231
54574,146124
54575,247457
54576,142337
54577,140710
54578,247002
54579,32823
54580,75857
54581,120045
54582,180719
54583,310609
54584,133567
54585,199158
54586,253910
54587,314436
54588,209109
54589,109388
54590,63773
54591,18096
54592,312615
54593,238771
54594,210104
54595,193279
54596,257322
54597,48990
54598,261781
54599,39519
54600,221411
54601,48607
54602,17773
54603,144632
54604,39038
54605,15801
54606,212392
54607,8603
54608,55277
54609,204015
54610,51076
54611,151150
54612,273842
54613,142886
54614,3362
54615,101848
54616,323643
54617,124325
54618,84929
54619,243123
54620,159612
54621,239745
54622,170858
54623,177341
54624,290719
54625,97666
54626,258021
54627,294445
54628,76631
54629,27784
54630,190947
54631,56111
54632,240369
54633,200258
54634,310349
54635,256687
54636,290701
54637,300291
54638,24614
54639,269946
54640,233489
54641,65473
54642,316655
54643,175911
54644,76360
54645,98807
54646,240644
54647,79520
54648,6515
54649,255895
54650,41044
54651,81304
54652,85661
54653,21369
54654,196086
54655,259107
54656,241841
54657,289233
54658,256741
54659,317146
54660,304012
54661,0
54662,19903
54663,13515
54664,0
54665,147147
54666,305401
54667,139108
54668,239236
54669,106760
54670,206601
54671,157080
54672,153079
54673,123699
54674,252248
54675,46080
54676,0
54677,114323
54678,217830
54679,227480
54680,126340
54681,318084
54682,255595
54683,166841
54684,130056
54685,134910
54686,225686
54687,195934
54688,282058
54689,267619
54690,298569
54691,74091
54692,153990
54693,48691
54694,9637
54695,78980
54696,196791
54697,291616
54698,131099
54699,319167
54700,254678
54701,118582
54702,233090
54703,251384
54704,41649
54705,50650
54706,84682
54707,201442
54708,13964
54709,144704
54710,124854
54711,291678
54712,49523
54713,10016
54714,17473
54715,179096
54716,171576
54717,270620
54718,19054
54719,126450
54720,198549
54721,93018
54722,202907
54723,50469
54724,170597
54725,267902
54726,293163
54727,0
54728,134500
54729,78087
54730,99419
54731,70087
54732,321643
54733,302064
54734,19885
54735,190785
54736,186043
54737,0
54738,134426
54739,301830
54740,46054
54741,146635
54742,1400
54743,126650
54744,51177
54745,0
54746,2990
54747,6720
54748,188620
54749,289403
54750,264232
54751,83183
54752,103511
